,Player,Pos.,Cap Figure,Base Salary,Likely Incent.,Unlikely Incent.,Trade Bonus,Cap Figure.1,Cap % Team,Cap % League,Notes,Year,Team,Cap %,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Qualifying Offer,Trade Kicker,Rights,Signed Using,Signing Bonus,Likely Incentives,Dead Cap,Age
5,Lonnie Walker IV,SG,"$4,447,896","$4,447,896",-,-,-,"$4,447,896",3.52,3.96,Drafted  / Rookie Scale,2021,San Antonio Spurs,,,,,,,,,,,,,,
6,Devin Vassell,SG,"$4,235,160","$4,235,160",-,-,-,"$4,235,160",3.35,3.77,Drafted  / Rookie Scale,2021,San Antonio Spurs,,,,,,,,,,,,,,
7,Joshua Primo,SG,"$3,946,800","$3,946,800",-,-,-,"$3,946,800",3.12,3.51,Drafted  / Rookie Scale,2021,San Antonio Spurs,,,,,,,,,,,,,,
8,Romeo Langford,SG,"$3,804,360","$3,804,360",-,-,-,"$3,804,360",3.01,3.38,Acquired via Trade,2021,San Antonio Spurs,,,,,,,,,,,,,,
9,Keldon Johnson,SG,"$2,145,720","$2,145,720",-,-,-,"$2,145,720",1.7,1.91,Drafted  / Rookie Scale  Trade Restr.: 1/16/23,2021,San Antonio Spurs,,,,,,,,,,,,,,
10,Keita Bates-Diop,SF,"$1,729,217","$1,729,217",-,-,-,"$1,729,217",1.37,1.54,Free Agent / Minimum,2021,San Antonio Spurs,,,,,,,,,,,,,,
11,Tre Jones,PG,"$1,517,981","$1,517,981",-,-,-,"$1,517,981",1.2,1.35,Drafted  / NT-MLE,2021,San Antonio Spurs,,,,,,,,,,,,,,
12,Jock Landale,C,"$925,258","$925,258",-,-,-,"$925,258",0.73,0.82,Free Agent / Minimum,2021,San Antonio Spurs,,,,,,,,,,,,,,
13,Devontae Cacok,C,"$364,533","$364,533",-,-,-,"$364,533",0.29,0.32,RoS  / Minimum,2021,San Antonio Spurs,,,,,,,,,,,,,,
14,Joe Wieskamp,SF,"$202,068","$202,068",-,-,-,"$202,068",0.16,0.18,RoS  / Minimum,2021,San Antonio Spurs,,,,,,,,,,,,,,
0,D.J. Stewart Jr.,SG,,,,,,,,,,2021,San Antonio Spurs,,,,,,,,,,,,,,
1,Robert Woodard II,SG,,,,,,,,,,2021,San Antonio Spurs,,,,,,,,,,,,,,
0,Goran Dragic,PG,"$18,620,165","$18,620,165",-,-,-,,,,Waived,2021,San Antonio Spurs,14.73,,,,,,,,,,,,,
1,Al-Farouq Aminu,PF,"$10,183,800","$10,183,800",-,-,-,,,,Waived,2021,San Antonio Spurs,8.06,,,,,,,,,,,,,
2,Tomas Satoransky,SG,"$9,531,881","$9,531,881",-,-,-,,,,Waived,2021,San Antonio Spurs,7.54,,,,,,,,,,,,,
3,Chandler Hutchison,SF,"$4,019,459","$4,019,459",-,-,-,,,,Waived,2021,San Antonio Spurs,3.18,,,,,,,,,,,,,
4,Luka Samanic,PF,"$2,959,080","$2,959,080",-,-,-,,,,Waived,2021,San Antonio Spurs,2.34,,,,,,,,,,,,,
5,DeMarre Carroll,SF,"$1,242,340","$1,242,340",-,-,-,,,,Waived,2021,San Antonio Spurs,0.98,,,,,,,,,,,,,
6,Tyler Johnson,SG,-,"$128,709",-,-,-,,,,10-day,2021,San Antonio Spurs,0.0,,,,,,,,,,,,,
7,Jaylen Morris,G,-,"$95,930",-,-,-,,,,10-day,2021,San Antonio Spurs,0.0,,,,,,,,,,,,,
8,Anthony Lamb,SF,-,"$85,578",-,-,-,,,,10-day,2021,San Antonio Spurs,0.0,,,,,,,,,,,,,
0,Jose Calderon,PG,"$9,780,992","$7,872,506",-,-,-,"$9,780,992",18.4,16.85,/ G'teed: $0,2011,Toronto Raptors,,,,,,,,,,,,,,
1,Andrea Bargnani,C,"$9,250,000","$7,445,122",-,-,-,"$9,250,000",17.4,15.94,Rk Extension  / Bird G'teed: $0,2011,Toronto Raptors,,,,,,,,,,,,,,
2,Leandro Barbosa,SG,"$7,600,000","$6,117,073",-,-,-,"$7,600,000",14.3,13.09,Vet Extension  / G'teed: $0,2011,Toronto Raptors,,,,,,,,,,,,,,
3,Amir Johnson,PF,"$5,500,000","$4,426,829",-,-,-,"$5,500,000",10.35,9.48,/ Bird,2011,Toronto Raptors,,,,,,,,,,,,,,
4,Linas Kleiza,SF,"$4,605,000","$3,706,463",-,-,-,"$4,605,000",8.66,7.93,/ NT-MLE G'teed: $0,2011,Toronto Raptors,,,,,,,,,,,,,,
5,Jerryd Bayless,PG,"$3,042,280","$2,448,664",-,-,-,"$3,042,280",5.72,5.24,Acquired via Trade,2011,Toronto Raptors,,,,,,,,,,,,,,
6,Aaron Gray,C,"$2,500,000","$2,012,195",-,-,-,"$2,500,000",4.7,4.31,/ NT-MLE G'teed: $0,2011,Toronto Raptors,,,,,,,,,,,,,,
7,DeMar DeRozan,SG,"$2,112,805","$2,112,805",-,-,-,"$2,112,805",3.98,3.64,Drafted  / Rookie Scale,2011,Toronto Raptors,,,,,,,,,,,,,,
8,Ed Davis,PF,"$2,063,040","$1,660,496",-,-,-,"$2,063,040",3.88,3.55,Drafted  / Rookie Scale,2011,Toronto Raptors,,,,,,,,,,,,,,
9,James Johnson,PF,"$1,833,120","$1,475,438",-,-,-,"$1,833,120",3.45,3.16,Acquired via Trade,2011,Toronto Raptors,,,,,,,,,,,,,,
10,Gary Forbes,SF,"$1,500,000","$1,207,317",-,-,-,"$1,500,000",2.82,2.58,/ G'teed: $0,2011,Toronto Raptors,,,,,,,,,,,,,,
11,Solomon Alabi,C,"$830,000","$668,049",-,-,-,"$830,000",1.56,1.43,Drafted  / G'teed: $0,2011,Toronto Raptors,,,,,,,,,,,,,,
12,Alan Anderson,SG,"$75,793","$75,793",-,-,-,"$75,793",0.14,0.13,/ Minimum G'teed: $0,2011,Toronto Raptors,,,,,,,,,,,,,,
0,Rasual Butler,SF,"$1,229,255","$1,229,255",-,-,-,,,,Waived,2011,Toronto Raptors,2.31,,,,,,,,,,,,,
1,Anthony Carter,PG,"$854,389","$1,352,181",-,-,-,,,,Waived,2011,Toronto Raptors,1.61,,,,,,,,,,,,,
2,Alan Anderson,SG,"$68,902","$68,902",-,-,-,,,,10-day,2011,Toronto Raptors,0.13,,,,,,,,,,,,,
3,Alan Anderson,SG,"$68,902","$68,902",-,-,-,,,,10-day,2011,Toronto Raptors,0.13,,,,,,,,,,,,,
4,Ben Uzoh,PG,"$67,614","$67,614",-,-,-,,,,10-day,2011,Toronto Raptors,0.13,,,,,,,,,,,,,
5,Ben Uzoh,PG,"$61,467","$61,467",-,-,-,,,,10-day,2011,Toronto Raptors,0.12,,,,,,,,,,,,,
6,Ben Uzoh,PG,"$61,467","$61,467",-,-,-,,,,10-day,2011,Toronto Raptors,0.12,,,,,,,,,,,,,
7,Justin Dentmon,PG,"$43,056","$43,056",-,-,-,,,,10-day,2011,Toronto Raptors,0.08,,,,,,,,,,,,,
0,Rudy Gay,SF,"$16,460,538","$16,460,538",-,-,-,"$16,460,538",24.18,28.36,Acquired via Trade,2012,Toronto Raptors,,,,,,,,,,,,,,
1,Andrea Bargnani,C,"$10,000,000","$10,000,000",-,-,-,"$10,000,000",14.69,17.23,Rk Extension  / Bird G'teed: $0,2012,Toronto Raptors,,,,,,,,,,,,,,
2,Landry Fields,SF,"$6,250,000","$6,250,000",-,-,-,"$6,250,000",9.18,10.77,/ Space G'teed: $0,2012,Toronto Raptors,,,,,,,,,,,,,,
3,Amir Johnson,PF,"$6,000,000","$6,000,000",-,-,-,"$6,000,000",8.81,10.34,/ Bird,2012,Toronto Raptors,,,,,,,,,,,,,,
4,Kyle Lowry,PG,"$5,750,000","$5,750,000",-,-,-,"$5,750,000",8.45,9.91,Acquired via Trade,2012,Toronto Raptors,,,,,,,,,,,,,,
5,Linas Kleiza,SF,"$4,600,000","$4,600,000",-,-,-,"$4,600,000",6.76,7.93,/ NT-MLE G'teed: $0,2012,Toronto Raptors,,,,,,,,,,,,,,
6,Jonas Valanciunas,C,"$3,374,640","$3,374,640",-,-,-,"$3,374,640",4.96,5.81,Drafted  / Rookie Scale,2012,Toronto Raptors,,,,,,,,,,,,,,
7,DeMar DeRozan,SG,"$3,344,250","$3,344,250",-,-,-,"$3,344,250",4.91,5.76,Drafted  / Rookie Scale,2012,Toronto Raptors,,,,,,,,,,,,,,
8,Aaron Gray,C,"$2,575,000","$2,575,000",-,-,-,"$2,575,000",3.78,4.44,/ Room G'teed: $0,2012,Toronto Raptors,,,,,,,,,,,,,,
9,Terrence Ross,SG,"$2,563,320","$2,563,320",-,-,-,"$2,563,320",3.77,4.42,Drafted  / Rookie Scale,2012,Toronto Raptors,,,,,,,,,,,,,,
10,Sebastian Telfair,PG,"$1,567,500","$1,567,500",-,-,-,"$1,567,500",2.3,2.7,Acquired via Trade  G'teed: $0,2012,Toronto Raptors,,,,,,,,,,,,,,
11,John Lucas III,PG,"$1,500,000","$1,500,000",-,-,-,"$1,500,000",2.2,2.58,/ Space G'teed: $0,2012,Toronto Raptors,,,,,,,,,,,,,,
12,Alan Anderson,SG,"$885,120","$885,120",-,-,-,"$885,120",1.3,1.52,/ Minimum G'teed: $0,2012,Toronto Raptors,,,,,,,,,,,,,,
13,Jamaal Magloire,C,"$854,389","$1,325,181",-,-,-,"$854,389",1.25,1.47,/ G'teed: $0,2012,Toronto Raptors,,,,,,,,,,,,,,
14,Mickael Pietrus,SF,"$698,589","$1,005,097",-,-,-,"$698,589",1.03,1.2,/ Minimum G'teed: $0,2012,Toronto Raptors,,,,,,,,,,,,,,
15,Quincy Acy,PF,"$665,000","$665,000",-,-,-,"$665,000",0.98,1.15,Drafted  / Space,2012,Toronto Raptors,,,,,,,,,,,,,,
0,Dominic McGuire,SF,"$992,680","$992,680",-,-,-,,,,Waived,2012,Toronto Raptors,1.46,,,,,,,,,,,,,
0,DeMar DeRozan,SG,"$9,500,000","$9,500,000",-,-,-,"$9,500,000",13.84,16.19,Rk Extension  / Bird,2013,Toronto Raptors,,,,,,,,,,,,,,
1,John Salmons,SF,"$7,583,000","$7,583,000",-,-,-,"$7,583,000",11.05,12.92,Acquired via Trade  G'teed: $0,2013,Toronto Raptors,,,,,,,,,,,,,,
2,Amir Johnson,PF,"$6,500,000","$6,500,000",-,-,-,"$6,500,000",9.47,11.08,/ Bird,2013,Toronto Raptors,,,,,,,,,,,,,,
3,Landry Fields,SF,"$6,250,000","$6,250,000",-,-,-,"$6,250,000",9.11,10.65,/ Space G'teed: $0,2013,Toronto Raptors,,,,,,,,,,,,,,
4,Kyle Lowry,PG,"$6,210,000","$6,210,000",-,-,-,"$6,210,000",9.05,10.58,Acquired via Trade,2013,Toronto Raptors,,,,,,,,,,,,,,
5,Chuck Hayes,PF,"$5,722,500","$5,722,500",-,-,-,"$5,722,500",8.34,9.75,Acquired via Trade  G'teed: $0,2013,Toronto Raptors,,,,,,,,,,,,,,
6,Steve Novak,SF,"$3,750,000","$3,750,000",-,-,-,"$3,750,000",5.46,6.39,Acquired via Trade  G'teed: $0,2013,Toronto Raptors,,,,,,,,,,,,,,
7,Jonas Valanciunas,C,"$3,526,440","$3,526,440",-,-,-,"$3,526,440",5.14,6.01,Drafted  / Rookie Scale,2013,Toronto Raptors,,,,,,,,,,,,,,
8,Tyler Hansbrough,PF,"$3,183,000","$3,183,000",-,-,-,"$3,183,000",4.64,5.42,/ NT-MLE G'teed: $0,2013,Toronto Raptors,,,,,,,,,,,,,,
9,Patrick Patterson,PF,"$3,105,301","$3,105,301",-,-,-,"$3,105,301",4.52,5.29,Acquired via Trade,2013,Toronto Raptors,,,,,,,,,,,,,,
10,Terrence Ross,SG,"$2,678,640","$2,678,640",-,-,-,"$2,678,640",3.9,4.56,Drafted  / Rookie Scale,2013,Toronto Raptors,,,,,,,,,,,,,,
11,Greivis Vasquez,PG,"$2,150,188","$2,150,188",-,-,-,"$2,150,188",3.13,3.66,Acquired via Trade  G'teed: $0,2013,Toronto Raptors,,,,,,,,,,,,,,
12,Nando De Colo,PG,"$1,463,000","$1,463,000",-,-,-,"$1,463,000",2.13,2.49,Acquired via Trade  G'teed: $0,2013,Toronto Raptors,,,,,,,,,,,,,,
13,Julyan Stone,PG,"$884,293","$884,293",-,-,-,"$884,293",1.29,1.51,/ Minimum G'teed: $0,2013,Toronto Raptors,,,,,,,,,,,,,,
14,Dwight Buycks,PG,"$700,000","$700,000",-,-,-,"$700,000",1.02,1.19,/ Minimum G'teed: $0,2013,Toronto Raptors,,,,,,,,,,,,,,
0,Linas Kleiza,SF,-,"$4,600,000",,,,,,,,2013,Toronto Raptors,-,,,,,,,-,,,-,-,-,
0,Marcus Camby,C,"$2,763,054","$2,763,054",-,-,-,,,,Waived,2013,Toronto Raptors,4.03,,,,,,,,,,,,,
1,Quentin Richardson,PF,"$1,399,507","$1,399,507",-,-,-,,,,Waived,2013,Toronto Raptors,2.04,,,,,,,,,,,,,
2,D.J. Augustin,PG,"$1,267,000","$1,267,000",-,-,-,,,,Waived,2013,Toronto Raptors,1.85,,,,,,,,,,,,,
0,Kyle Lowry,PG,"$12,000,000","$12,000,000",-,-,-,"$12,000,000",15.58,19.03,/ Bird,2014,Toronto Raptors,,,,,,,,,,,,,,
1,DeMar DeRozan,SG,"$10,100,000","$9,500,000","$600,000",-,-,"$10,100,000",13.11,16.02,"Rk Extension  / Bird G'teed: $10,100,000",2014,Toronto Raptors,,,,,,,,,,,,,,
2,Amir Johnson,PF,"$7,000,000","$7,000,000",-,-,-,"$7,000,000",9.09,11.1,/ Bird,2014,Toronto Raptors,,,,,,,,,,,,,,
3,Greivis Vasquez,PG,"$6,400,000","$6,400,000",-,-,-,"$6,400,000",8.31,10.15,/ Bird G'teed: $0,2014,Toronto Raptors,,,,,,,,,,,,,,
4,Landry Fields,SF,"$6,250,000","$6,250,000",-,-,-,"$6,250,000",8.12,9.91,/ Space G'teed: $0,2014,Toronto Raptors,,,,,,,,,,,,,,
5,Chuck Hayes,PF,"$5,958,750","$5,958,750",-,-,-,"$5,958,750",7.74,9.45,Acquired via Trade  G'teed: $0,2014,Toronto Raptors,,,,,,,,,,,,,,
6,Patrick Patterson,PF,"$5,831,326","$5,831,326",-,-,-,"$5,831,326",7.57,9.25,/ Bird,2014,Toronto Raptors,,,,,,,,,,,,,,
7,Louis Williams,SG,"$5,450,000","$5,450,000",-,-,-,"$5,450,000",7.08,8.64,Acquired via Trade,2014,Toronto Raptors,,,,,,,,,,,,,,
8,Jonas Valanciunas,C,"$3,678,360","$3,678,360",-,-,-,"$3,678,360",4.78,5.83,Drafted  / Rookie Scale,2014,Toronto Raptors,,,,,,,,,,,,,,
9,Tyler Hansbrough,PF,"$3,326,235","$3,326,235",-,-,-,"$3,326,235",4.32,5.27,/ NT-MLE G'teed: $0,2014,Toronto Raptors,,,,,,,,,,,,,,
10,Terrence Ross,SG,"$2,793,960","$2,793,960",-,-,-,"$2,793,960",3.63,4.43,Drafted  / Rookie Scale,2014,Toronto Raptors,,,,,,,,,,,,,,
11,James Johnson,PF,"$2,500,000","$2,500,000",-,-,-,"$2,500,000",3.25,3.96,/ T-MLE,2014,Toronto Raptors,,,,,,,,,,,,,,
12,Lucas Nogueira,C,"$1,762,680","$1,762,680",-,-,-,"$1,762,680",2.29,2.8,Drafted  / Rookie Scale,2014,Toronto Raptors,,,,,,,,,,,,,,
13,Bruno Caboclo,SF,"$1,458,360","$1,458,360",-,-,-,"$1,458,360",1.89,2.31,Drafted  / Rookie Scale,2014,Toronto Raptors,,,,,,,,,,,,,,
14,Greg Stiemsma,C,"$915,243","$981,084",-,-,-,"$915,243",1.19,1.45,/ Minimum G'teed: $0,2014,Toronto Raptors,,,,,,,,,,,,,,
0,Marcus Camby,C,"$646,609","$646,609",-,-,-,,,,Waived,2014,Toronto Raptors,0.84,,,,,,,,,,,,,
1,Will Cherry,PG,"$25,000","$25,000",-,-,-,,,,Waived,2014,Toronto Raptors,0.03,,,,,,,,,,,,,
0,Mickael Pietrus,SF,"$915,243",,,,,,,,,2014,Toronto Raptors,,,,,,,-,,,,,,,
0,DeMarre Carroll,SF,"$13,600,000","$13,600,000",-,-,-,"$13,600,000",18.32,19.43,/ Space,2015,Toronto Raptors,,,,,,,,,,,,,,
1,Kyle Lowry,PG,"$12,000,000","$12,000,000",-,-,-,"$12,000,000",16.17,17.14,/ Bird,2015,Toronto Raptors,,,,,,,,,,,,,,
2,DeMar DeRozan,SG,"$10,150,000","$9,500,000","$650,000",-,-,"$10,150,000",13.68,14.5,"Rk Extension  / Bird G'teed: $10,150,000",2015,Toronto Raptors,,,,,,,,,,,,,,
3,Cory Joseph,PG,"$7,000,000","$7,000,000",-,-,-,"$7,000,000",9.43,10.0,/ Space,2015,Toronto Raptors,,,,,,,,,,,,,,
4,Patrick Patterson,PF,"$6,268,675","$6,268,675",-,-,-,"$6,268,675",8.45,8.96,/ Bird,2015,Toronto Raptors,,,,,,,,,,,,,,
5,Jonas Valanciunas,C,"$4,660,482","$4,660,482",-,-,-,"$4,660,482",6.28,6.66,Drafted  / Rookie Scale,2015,Toronto Raptors,,,,,,,,,,,,,,
6,Terrence Ross,SG,"$3,553,917","$3,553,917",-,-,-,"$3,553,917",4.79,5.08,Drafted  / Rookie Scale,2015,Toronto Raptors,,,,,,,,,,,,,,
7,Luis Scola,PF,"$2,900,000","$2,900,000",-,-,-,"$2,900,000",3.91,4.14,/ Space G'teed: $0,2015,Toronto Raptors,,,,,,,,,,,,,,
8,Bismack Biyombo,C,"$2,814,000","$2,814,000",-,-,-,"$2,814,000",3.79,4.02,/ Room,2015,Toronto Raptors,,,,,,,,,,,,,,
9,James Johnson,PF,"$2,500,000","$2,500,000",-,-,-,"$2,500,000",3.37,3.57,/ T-MLE,2015,Toronto Raptors,,,,,,,,,,,,,,
10,Lucas Nogueira,C,"$1,842,000","$1,842,000",-,-,-,"$1,842,000",2.48,2.63,Drafted  / Rookie Scale,2015,Toronto Raptors,,,,,,,,,,,,,,
11,Bruno Caboclo,SF,"$1,524,000","$1,524,000",-,-,-,"$1,524,000",2.05,2.18,Drafted  / Rookie Scale,2015,Toronto Raptors,,,,,,,,,,,,,,
12,Delon Wright,PG,"$1,509,360","$1,509,360",-,-,-,"$1,509,360",2.03,2.16,Drafted  / Rookie Scale,2015,Toronto Raptors,,,,,,,,,,,,,,
13,Norman Powell,SG,"$650,000","$650,000",-,-,-,"$650,000",0.88,0.93,Drafted  / Space,2015,Toronto Raptors,,,,,,,,,,,,,,
14,Jason Thompson,PF,"$245,177","$328,955",-,-,-,"$245,177",0.33,0.35,/ Minimum G'teed: $0,2015,Toronto Raptors,,,,,,,,,,,,,,
0,Anthony Bennett,PF,"$947,276","$947,276",-,-,-,,,,Waived,2015,Toronto Raptors,1.28,,,,,,,,,,,,,
1,Ronald Roberts,SF,"$75,000","$75,000",-,-,-,,,,Waived,2015,Toronto Raptors,0.1,,,,,,,,,,,,,
2,Michale Kyser,PF,"$25,000","$25,000",-,-,-,,,,Waived,2015,Toronto Raptors,0.03,,,,,,,,,,,,,
3,Shannon Scott,PG,"$25,000","$25,000",-,-,-,,,,Waived,2015,Toronto Raptors,0.03,,,,,,,,,,,,,
4,Axel Toupane,SG,"$25,000","$25,000",-,-,-,,,,Waived,2015,Toronto Raptors,0.03,,,,,,,,,,,,,
0,Nando De Colo,PG,"$1,901,900",,,,,,,,,2015,Toronto Raptors,,,,,,,-,,,,,,,
0,DeMar DeRozan,SG,"$26,540,100","$26,540,100",-,-,-,"$26,540,100",23.74,28.19,Free Agent (Max) / Bird,2016,Toronto Raptors,,,,,,,,,,,,,,
1,Jonas Valanciunas,C,"$14,382,022","$14,382,022",-,-,-,"$14,382,022",12.87,15.28,Rk Extension  / Bird,2016,Toronto Raptors,,,,,,,,,,,,,,
2,DeMarre Carroll,SF,"$14,200,000","$14,200,000",-,-,-,"$14,200,000",12.7,15.08,/ Space,2016,Toronto Raptors,,,,,,,,,,,,,,
3,Serge Ibaka,PF,"$12,250,000","$12,250,000",-,-,-,"$12,250,000",10.96,13.01,Acquired via Trade,2016,Toronto Raptors,,,,,,,,,,,,,,
4,Kyle Lowry,PG,"$12,000,000","$12,000,000",-,-,-,"$12,000,000",10.74,12.75,/ Bird,2016,Toronto Raptors,,,,,,,,,,,,,,
5,Cory Joseph,PG,"$7,315,000","$7,315,000",-,-,-,"$7,315,000",6.54,7.77,/ Space,2016,Toronto Raptors,,,,,,,,,,,,,,
6,Patrick Patterson,PF,"$6,050,000","$6,050,000",-,-,-,"$6,050,000",5.41,6.43,/ Bird,2016,Toronto Raptors,,,,,,,,,,,,,,
7,P.J. Tucker,SF,"$5,300,000","$5,300,000",-,-,-,"$5,300,000",4.74,5.63,Acquired via Trade,2016,Toronto Raptors,,,,,,,,,,,,,,
8,Jakob Poeltl,C,"$2,703,960","$2,703,960",-,-,-,"$2,703,960",2.42,2.87,Drafted  / Rookie Scale,2016,Toronto Raptors,,,,,,,,,,,,,,
9,Lucas Nogueira,C,"$1,921,320","$1,921,320",-,-,-,"$1,921,320",1.72,2.04,Drafted  / Rookie Scale,2016,Toronto Raptors,,,,,,,,,,,,,,
10,Bruno Caboclo,SF,"$1,589,640","$1,589,640",-,-,-,"$1,589,640",1.42,1.69,Drafted  / Rookie Scale,2016,Toronto Raptors,,,,,,,,,,,,,,
11,Delon Wright,PG,"$1,577,280","$1,577,280",-,-,-,"$1,577,280",1.41,1.68,Drafted  / Rookie Scale,2016,Toronto Raptors,,,,,,,,,,,,,,
12,Pascal Siakam,PF,"$1,196,040","$1,196,040",-,-,-,"$1,196,040",1.07,1.27,Drafted  / Rookie Scale,2016,Toronto Raptors,,,,,,,,,,,,,,
13,Norman Powell,SG,"$874,636","$874,636",-,-,-,"$874,636",0.78,0.93,Drafted  / Space,2016,Toronto Raptors,,,,,,,,,,,,,,
14,Fred VanVleet,PG,"$543,471","$543,471",-,-,-,"$543,471",0.49,0.58,/ Minimum,2016,Toronto Raptors,,,,,,,,,,,,,,
15,Jason Thompson,PF,"$245,177","$328,955",-,-,-,"$245,177",0.22,0.26,/,2016,Toronto Raptors,,,,,,,,,,,,,,
0,Brady Heslip,PG,"$56,500","$56,500",-,-,-,,,,Waived,2016,Toronto Raptors,0.05,,,,,,,,,,,,,
1,Yanick Moreira,C,"$50,000","$50,000",-,-,-,,,,Waived,2016,Toronto Raptors,0.04,,,,,,,,,,,,,
2,E.J. Singler,SF,"$50,000","$50,000",-,-,-,,,,Waived,2016,Toronto Raptors,0.04,,,,,,,,,,,,,
3,Jarrod Uthoff,PF,"$50,000","$50,000",-,-,-,,,,Waived,2016,Toronto Raptors,0.04,,,,,,,,,,,,,
0,Nando De Colo,PG,"$1,901,900",,,,,,,,,2016,Toronto Raptors,,,,,,,-,,,,,,,
1,Jason Thompson,PF,"$980,431",,,,,,,,,2016,Toronto Raptors,,,,,,,-,,Non-Bird,,,,,
0,Kyle Lowry,PG,"$28,703,704","$28,703,704",-,-,-,"$28,703,704",23.93,28.97,/ Bird,2017,Toronto Raptors,,,,,,,,,,,,,,
1,DeMar DeRozan,SG,"$27,739,975","$27,739,975",-,-,-,"$27,739,975",23.13,27.99,Free Agent (Max) / Bird,2017,Toronto Raptors,,,,,,,,,,,,,,
2,Serge Ibaka,PF,"$20,061,728","$20,061,728",-,-,-,"$20,061,728",16.72,20.25,/ Bird,2017,Toronto Raptors,,,,,,,,,,,,,,
3,Jonas Valanciunas,C,"$15,460,674","$15,460,674",-,-,-,"$15,460,674",12.89,15.6,Rk Extension  / Bird,2017,Toronto Raptors,,,,,,,,,,,,,,
4,C.J. Miles,SF,"$7,936,508","$7,936,508",-,-,-,"$7,936,508",6.62,8.01,Acquired via Trade,2017,Toronto Raptors,,,,,,,,,,,,,,
5,Lucas Nogueira,C,"$2,947,305","$2,947,305",-,-,-,"$2,947,305",2.46,2.97,Drafted  / Rookie Scale,2017,Toronto Raptors,,,,,,,,,,,,,,
6,Jakob Poeltl,C,"$2,825,640","$2,825,640",-,-,-,"$2,825,640",2.36,2.85,Drafted  / Rookie Scale,2017,Toronto Raptors,,,,,,,,,,,,,,
7,OG Anunoby,SF,"$1,645,200","$1,645,200",-,-,-,"$1,645,200",1.37,1.66,Drafted  / Rookie Scale,2017,Toronto Raptors,,,,,,,,,,,,,,
8,Delon Wright,PG,"$1,645,200","$1,645,200",-,-,-,"$1,645,200",1.37,1.66,Drafted  / Rookie Scale,2017,Toronto Raptors,,,,,,,,,,,,,,
9,Malachi Richardson,SG,"$1,504,560","$1,504,560",-,-,-,"$1,504,560",1.25,1.52,Acquired via Trade,2017,Toronto Raptors,,,,,,,,,,,,,,
10,Norman Powell,SG,"$1,471,382","$1,471,382",-,-,-,"$1,471,382",1.23,1.48,Drafted  / Space,2017,Toronto Raptors,,,,,,,,,,,,,,
11,Pascal Siakam,PF,"$1,312,611","$1,312,611",-,-,-,"$1,312,611",1.09,1.32,Drafted  / Rookie Scale,2017,Toronto Raptors,,,,,,,,,,,,,,
12,Fred VanVleet,PG,"$1,312,611","$1,312,611",-,-,-,"$1,312,611",1.09,1.32,/ Minimum,2017,Toronto Raptors,,,,,,,,,,,,,,
13,Alfonzo McKinnie,PF,"$815,615","$815,615",-,-,-,"$815,615",0.68,0.82,Drafted  / Minimum,2017,Toronto Raptors,,,,,,,,,,,,,,
14,Lorenzo Brown,PG,"$8,313","$8,612",-,-,-,"$8,313",0.01,0.01,/ Minimum G'teed: $0,2017,Toronto Raptors,,,,,,,,,,,,,,
0,Malcolm Miller,SF,,,,,,,,,,2017,Toronto Raptors,,,,,,,,,,,,,,
0,Justin Hamilton,C,"$1,000,000","$1,000,000",-,-,-,,,,Waived,2017,Toronto Raptors,0.83,,,,,,,,,,,,,
1,K.J. McDaniels,SG,"$100,000","$100,000",-,-,-,,,,Waived,2017,Toronto Raptors,0.08,,,,,,,,,,,,,
2,Nigel Hayes,PF,"$46,080","$46,080",-,-,-,,,,10-day,2017,Toronto Raptors,0.04,,,,,,,,,,,,,
3,Nigel Hayes,PF,"$46,080","$46,080",-,-,-,,,,10-day,2017,Toronto Raptors,0.04,,,,,,,,,,,,,
0,Nando De Colo,PG,"$1,901,900",,,,,,,,,2017,Toronto Raptors,,,,,,,-,,,,,,,
1,Jason Thompson,PF,"$1,471,382",,,,,,,,,2017,Toronto Raptors,,,,,,,-,,Non-Bird,,,,,
2,Jason Thompson,PF,-,,,,,,,,,2017,Toronto Raptors,,,,,,,-,,Non-Bird,,,,,
0,Kyle Lowry,PG,"$32,700,000","$31,000,000","$1,700,000",-,-,"$32,700,000",21.85,32.1,/ Bird,2018,Toronto Raptors,,,,,,,,,,,,,,
1,Marc Gasol,C,"$24,119,025","$24,119,025",-,-,-,"$24,119,025",16.11,23.68,Acquired via Trade,2018,Toronto Raptors,,,,,,,,,,,,,,
2,Kawhi Leonard,SF,"$23,114,066","$20,099,188",-,-,-,"$23,114,066",15.44,22.69,"Acquired via Trade  G'teed: $23,114,066",2018,Toronto Raptors,,,,,,,,,,,,,,
3,Serge Ibaka,PF,"$21,666,667","$21,666,667",-,-,-,"$21,666,667",14.47,21.27,/ Bird,2018,Toronto Raptors,,,,,,,,,,,,,,
4,Danny Green,SG,"$10,000,000","$10,000,000",-,-,-,"$10,000,000",6.68,9.82,Acquired via Trade,2018,Toronto Raptors,,,,,,,,,,,,,,
5,Norman Powell,SG,"$9,367,200","$9,367,200",-,-,-,"$9,367,200",6.26,9.2,Rk Extension  / Early Bird,2018,Toronto Raptors,,,,,,,,,,,,,,
6,Fred VanVleet,PG,"$8,653,847","$8,653,847",-,-,-,"$8,653,847",5.78,8.5,/ Early Bird,2018,Toronto Raptors,,,,,,,,,,,,,,
